"COD_VAR";"LIB_VAR";"COD_MOD";"LIB_MOD"
"ACTIVITY";"Activité économique";"77.40Z";"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright"
"ACTIVITY";"Activité économique";"78.30Z";"Autre mise à disposition de ressources humaines"
"ACTIVITY";"Activité économique";"71.20A";"Contrôle technique automobile"
"ACTIVITY";"Activité économique";"62.09Z";"Autres activités informatiques"
"ACTIVITY";"Activité économique";"58.13Z";"Édition de journaux"
"ACTIVITY";"Activité économique";"51.10Z";"Transports aériens de passagers"
"ACTIVITY";"Activité économique";"74.90B";"Activités spécialisées, scientifiques et techniques diverses"
"ACTIVITY";"Activité économique";"49.42Z";"Services de déménagement"
"ACTIVITY";"Activité économique";"52.10B";"Entreposage et stockage non frigorifique"
"ACTIVITY";"Activité économique";"53.20Z";"Autres activités de poste et de courrier"
"ACTIVITY";"Activité économique";"50.10Z";"Transports maritimes et côtiers de passagers"
"ACTIVITY";"Activité économique";"61.20Z";"Télécommunications sans fil"
"ACTIVITY";"Activité économique";"71.12B";"Ingénierie, études techniques"
"ACTIVITY";"Activité économique";"63.11Z";"Traitement de données, hébergement et activités connexes"
"ACTIVITY";"Activité économique";"80.30Z";"Activités d'enquête"
"ACTIVITY";"Activité économique";"56.29B";"Autres services de restauration n.c.a."
"ACTIVITY";"Activité économique";"81.29A";"Désinfection, désinsectisation, dératisation"
"ACTIVITY";"Activité économique";"53.10Z";"Activités de poste dans le cadre d'une obligation de service universel"
"ACTIVITY";"Activité économique";"77.32Z";"Location et location-bail de machines et équipements pour la construction"
"ACTIVITY";"Activité économique";"82.20Z";"Activités de centres d'appels"
"ACTIVITY";"Activité économique";"55.90Z";"Autres hébergements"
"ACTIVITY";"Activité économique";"74.10Z";"Activités spécialisées de design"
"ACTIVITY";"Activité économique";"79.90Z";"Autres services de réservation et activités connexes"
"ACTIVITY";"Activité économique";"68.32B";"Supports juridiques de gestion de patrimoine immobilier"
"ACTIVITY";"Activité économique";"96.02A";"Coiffure"
"ACTIVITY";"Activité économique";"73.12Z";"Régie publicitaire de médias"
"ACTIVITY";"Activité économique";"63.12Z";"Portails Internet"
"ACTIVITY";"Activité économique";"81.22Z";"Autres activités de nettoyage des bâtiments et nettoyage industriel"
"ACTIVITY";"Activité économique";"75.00Z";"Activités vétérinaires"
"ACTIVITY";"Activité économique";"91.01Z";"Gestion des bibliothèques et des archives"
"ACTIVITY";"Activité économique";"71.11Z";"Activités d'architecture"
"ACTIVITY";"Activité économique";"68.20B";"Location de terrains et d'autres biens immobiliers"
"ACTIVITY";"Activité économique";"59.13A";"Distribution de films cinématographiques"
"ACTIVITY";"Activité économique";"96.02B";"Soins de beauté"
"ACTIVITY";"Activité économique";"82.91Z";"Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle"
"ACTIVITY";"Activité économique";"58.29C";"Édition de logiciels applicatifs"
"ACTIVITY";"Activité économique";"52.22Z";"Services auxiliaires des transports par eau"
"ACTIVITY";"Activité économique";"49.32Z";"Transports de voyageurs par taxis"
"ACTIVITY";"Activité économique";"77.39Z";"Location et location-bail d'autres machines, équipements et biens matériels n.c.a."
"ACTIVITY";"Activité économique";"70.21Z";"Conseil en relations publiques et communication"
"ACTIVITY";"Activité économique";"49.20Z";"Transports ferroviaires de fret"
"ACTIVITY";"Activité économique";"82.19Z";"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau"
"ACTIVITY";"Activité économique";"50.30Z";"Transports fluviaux de passagers"
"ACTIVITY";"Activité économique";"81.10Z";"Activités combinées de soutien lié aux bâtiments"
"ACTIVITY";"Activité économique";"72.20Z";"Recherche-développement en sciences humaines et sociales"
"ACTIVITY";"Activité économique";"63.99Z";"Autres services d'information n.c.a."
"ACTIVITY";"Activité économique";"60.20B";"Édition de chaînes thématiques"
"ACTIVITY";"Activité économique";"52.29B";"Affrètement et organisation des transports"
"ACTIVITY";"Activité économique";"52.23Z";"Services auxiliaires des transports aériens"
"ACTIVITY";"Activité économique";"95.29Z";"Réparation d'autres biens personnels et domestiques"
"ACTIVITY";"Activité économique";"95.12Z";"Réparation d'équipements de communication"
"ACTIVITY";"Activité économique";"56.21Z";"Services des traiteurs"
"ACTIVITY";"Activité économique";"69.20Z";"Activités comptables"
"ACTIVITY";"Activité économique";"71.12A";"Activité des géomètres"
"ACTIVITY";"Activité économique";"55.20Z";"Hébergement touristique et autre hébergement de courte durée"
"ACTIVITY";"Activité économique";"59.11A";"Production de films et de programmes pour la télévision"
"ACTIVITY";"Activité économique";"58.11Z";"Édition de livres"
"ACTIVITY";"Activité économique";"74.20Z";"Activités photographiques"
"ACTIVITY";"Activité économique";"70.10Z";"Activités des sièges sociaux"
"ACTIVITY";"Activité économique";"82.11Z";"Services administratifs combinés de bureau"
"ACTIVITY";"Activité économique";"93.13Z";"Activités des centres de culture physique"
"ACTIVITY";"Activité économique";"96.09Z";"Autres services personnels n.c.a."
"ACTIVITY";"Activité économique";"M701";"Activités des sièges sociaux"
"ACTIVITY";"Activité économique";"77.21Z";"Location et location-bail d'articles de loisirs et de sport"
"ACTIVITY";"Activité économique";"61.30Z";"Télécommunications par satellite"
"ACTIVITY";"Activité économique";"68.31Z";"Agences immobilières"
"ACTIVITY";"Activité économique";"52.21Z";"Services auxiliaires des transports terrestres"
"ACTIVITY";"Activité économique";"49.39C";"Téléphériques et remontées mécaniques"
"ACTIVITY";"Activité économique";"79.12Z";"Activités des voyagistes"
"ACTIVITY";"Activité économique";"49.41C";"Location de camions avec chauffeur"
"ACTIVITY";"Activité économique";"59.11C";"Production de films pour le cinéma"
"ACTIVITY";"Activité économique";"52.24A";"Manutention portuaire"
"ACTIVITY";"Activité économique";"56.10B";"Cafétérias et autres libres-services"
"ACTIVITY";"Activité économique";"90.04Z";"Gestion de salles de spectacles"
"ACTIVITY";"Activité économique";"49.41A";"Transports routiers de fret interurbains"
"ACTIVITY";"Activité économique";"93.12Z";"Activités de clubs de sports"
"ACTIVITY";"Activité économique";"49.39A";"Transports routiers réguliers de voyageurs"
"ACTIVITY";"Activité économique";"81.21Z";"Nettoyage courant des bâtiments"
"ACTIVITY";"Activité économique";"60.10Z";"Édition et diffusion de programmes radio"
"ACTIVITY";"Activité économique";"95.11Z";"Réparation d'ordinateurs et d'équipements périphériques"
"ACTIVITY";"Activité économique";"93.11Z";"Gestion d'installations sportives"
"ACTIVITY";"Activité économique";"55.30Z";"Terrains de camping et parcs pour caravanes ou véhicules de loisirs"
"ACTIVITY";"Activité économique";"52.24B";"Manutention non portuaire"
"ACTIVITY";"Activité économique";"72.19Z";"Recherche-développement en autres sciences physiques et naturelles"
"ACTIVITY";"Activité économique";"58.29B";"Édition de logiciels outils de développement et de langages"
"ACTIVITY";"Activité économique";"69.10Z";"Activités juridiques"
"ACTIVITY";"Activité économique";"95.25Z";"Réparation d'articles d'horlogerie et de bijouterie"
"ACTIVITY";"Activité économique";"59.12Z";"Post-production de films cinématographiques, de vidéo et de programmes de télévision"
"ACTIVITY";"Activité économique";"81.30Z";"Services d'aménagement paysager"
"ACTIVITY";"Activité économique";"78.20Z";"Activités des agences de travail temporaire"
"ACTIVITY";"Activité économique";"52.29A";"Messagerie, fret express"
"ACTIVITY";"Activité économique";"93.29Z";"Autres activités récréatives et de loisirs"
"ACTIVITY";"Activité économique";"77.22Z";"Location de vidéocassettes et disques vidéo"
"ACTIVITY";"Activité économique";"91.02Z";"Gestion des musées"
"ACTIVITY";"Activité économique";"96.04Z";"Entretien corporel"
"ACTIVITY";"Activité économique";"49.31Z";"Transports urbains et suburbains de voyageurs"
"ACTIVITY";"Activité économique";"49.41B";"Transports routiers de fret de proximité"
"ACTIVITY";"Activité économique";"68.10Z";"Activités des marchands de biens immobiliers"
"ACTIVITY";"Activité économique";"43.22A";"Travaux d'installation d'eau et de gaz en tous locaux"
"ACTIVITY";"Activité économique";"91.03Z";"Gestion des sites et monuments historiques et des attractions touristiques similaires"
"ACTIVITY";"Activité économique";"62.02A";"Conseil en systèmes et logiciels informatiques"
"ACTIVITY";"Activité économique";"41.20A";"Construction de maisons individuelles"
"ACTIVITY";"Activité économique";"47.91A";"Vente à distance sur catalogue général"
"ACTIVITY";"Activité économique";"47.24Z";"Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.75Z";"Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.11D";"Supermarchés"
"ACTIVITY";"Activité économique";"77.11B";"Location de longue durée de voitures et de véhicules automobiles légers"
"ACTIVITY";"Activité économique";"56.10C";"Restauration de type rapide"
"ACTIVITY";"Activité économique";"61.10Z";"Télécommunications filaires"
"ACTIVITY";"Activité économique";"58.14Z";"Édition de revues et périodiques"
"ACTIVITY";"Activité économique";"96.01A";"Blanchisserie-teinturerie de gros"
"ACTIVITY";"Activité économique";"62.02B";"Tierce maintenance de systèmes et d'applications informatiques"
"ACTIVITY";"Activité économique";"90.03B";"Autre création artistique"
"ACTIVITY";"Activité économique";"74.90A";"Activité des économistes de la construction"
"ACTIVITY";"Activité économique";"56.30Z";"Débits de boissons"
"ACTIVITY";"Activité économique";"77.35";"Location et location-bail de matériels de transport aérien"
"ACTIVITY";"Activité économique";"77.34";"Location et location-bail de matériels de transport par eau"
"ACTIVITY";"Activité économique";"77.34Z";"Location et location-bail de matériels de transport par eau"
"ACTIVITY";"Activité économique";"77.35Z";"Location et location-bail de matériels de transport aérien"
"BASE_PER";"Période de référence de l'indice";"2021";"Année 2021"
"CONF_STATUS";"Statut de confidentialité";"C";"Confidentiel (secret statistique)"
"CONF_STATUS";"Statut de confidentialité";"F";"Diffusable"
"DECIMALS";"Décimales";"2";"Deux"
"DECIMALS";"Décimales";"3";"Trois"
"FREQ";"Fréquence";"M";"Mensuel"
"IDX_TYPE";"Type d'indice";"ICA_SERV";"Indice de chiffre d’affaires dans les services"
"IDX_TYPE";"Type d'indice";"IPS";"Indice de production dans les services"
"IDX_TYPE";"Type d'indice";"ICA_INDCONS";"Indice de chiffre d’affaires dans l'industrie et la construction"
"IDX_TYPE";"Type d'indice";"IVVC";"Volume des ventes dans le commerce"
"IDX_TYPE";"Type d'indice";"ICA_COMM";"Indice de chiffre d’affaires dans le commerce"
"INDICATOR";"Indicateur BCS Eurostat";"_Z";"Non applicable"
"INDICATOR";"Indicateur BCS Eurostat";"PROD";"Production (variables 110, 115, 116)"
"INDICATOR";"Indicateur BCS Eurostat";"TOVV";"Chiffre d'affaires déflaté (volume des ventes) (variable 123)"
"INDICATOR";"Indicateur BCS Eurostat";"TOVT";"Chiffre d'affaires (chiffre d'affaires total, non déflaté) (variable 120)"
"INDICATOR";"Indicateur BCS Eurostat";"TOVX";"Chiffre d'affaires, marché non intérieur (non déflaté) (hors zone euro) (variable 122x)"
"INDICATOR";"Indicateur BCS Eurostat";"TOVZ";"Chiffre d'affaires, marché non intérieur (non déflaté) (zone euro) (variable 122z)"
"INDICATOR";"Indicateur BCS Eurostat";"TOVD";"Chiffre d'affaires, marché intérieur (non déflaté) (variable 121)"
"INDICATOR";"Indicateur BCS Eurostat";"TOVE";"Chiffre d'affaires, marché non intérieur (non déflaté) (variable 122)"
"MARCHE";"Marché";"W";"Étranger"
"MARCHE";"Marché";"F";"France"
"MARCHE";"Marché";"W_HZE";"Étranger - hors Zone Euro"
"MARCHE";"Marché";"W_ZE";"Étranger - Zone Euro"
"MARCHE";"Marché";"_T";"Total"
"OBS_STATUS";"Statut de l'observation";"A";"Normale"
"OBS_STATUS";"Statut de l'observation";"R";"Valeur révisée"
"OBS_STATUS";"Statut de l'observation";"P";"Valeur provisoire"
"OBS_STATUS";"Statut de l'observation";"E";"Valeur estimée"
"OBS_STATUS_FR";"Version";"SD";"Semi-définitif"
"OBS_STATUS_FR";"Version";"D";"Définitif"
"OBS_STATUS_FR";"Version";"PROV";"Provisoire"
"OBS_STATUS_FR";"Version";"PROVA";"Provisoire avancé"
"SEASONAL_ADJUST";" Ajustement saisonnier ";"N";"Brut"
"SEASONAL_ADJUST";" Ajustement saisonnier ";"W";"CJO, non CVS"
"SEASONAL_ADJUST";" Ajustement saisonnier ";"Y";"CVS et CJO"
"TIME_PERIOD";"Période temporelle";"2024-08";"2024-08"
"TIME_PERIOD";"Période temporelle";"2023-12";"2023-12"
"TIME_PERIOD";"Période temporelle";"2024-02";"2024-02"
"TIME_PERIOD";"Période temporelle";"2014-02";"2014-02"
"TIME_PERIOD";"Période temporelle";"2023-11";"2023-11"
"TIME_PERIOD";"Période temporelle";"2023-10";"2023-10"
"TIME_PERIOD";"Période temporelle";"2023-09";"2023-09"
"TIME_PERIOD";"Période temporelle";"2010-01";"2010-01"
"TIME_PERIOD";"Période temporelle";"2010-04";"2010-04"
"TIME_PERIOD";"Période temporelle";"2008-09";"2008-09"
"TIME_PERIOD";"Période temporelle";"2007-09";"2007-09"
"TIME_PERIOD";"Période temporelle";"2009-12";"2009-12"
"TIME_PERIOD";"Période temporelle";"2008-01";"2008-01"
"TIME_PERIOD";"Période temporelle";"2023-08";"2023-08"
"TIME_PERIOD";"Période temporelle";"2023-07";"2023-07"
"TIME_PERIOD";"Période temporelle";"2022-09";"2022-09"
"TIME_PERIOD";"Période temporelle";"2013-02";"2013-02"
"TIME_PERIOD";"Période temporelle";"2012-10";"2012-10"
"TIME_PERIOD";"Période temporelle";"2011-08";"2011-08"
"TIME_PERIOD";"Période temporelle";"2006-07";"2006-07"
"TIME_PERIOD";"Période temporelle";"2021-08";"2021-08"
"TIME_PERIOD";"Période temporelle";"2021-05";"2021-05"
"TIME_PERIOD";"Période temporelle";"2022-12";"2022-12"
"TIME_PERIOD";"Période temporelle";"2020-03";"2020-03"
"TIME_PERIOD";"Période temporelle";"2024-10";"2024-10"
"TIME_PERIOD";"Période temporelle";"2022-10";"2022-10"
"TIME_PERIOD";"Période temporelle";"2023-06";"2023-06"
"TIME_PERIOD";"Période temporelle";"2023-05";"2023-05"
"TIME_PERIOD";"Période temporelle";"2023-04";"2023-04"
"TIME_PERIOD";"Période temporelle";"2023-03";"2023-03"
"TIME_PERIOD";"Période temporelle";"2023-02";"2023-02"
"TIME_PERIOD";"Période temporelle";"2023-01";"2023-01"
"TIME_PERIOD";"Période temporelle";"2024-05";"2024-05"
"TIME_PERIOD";"Période temporelle";"2024-04";"2024-04"
"TIME_PERIOD";"Période temporelle";"2024-01";"2024-01"
"TIME_PERIOD";"Période temporelle";"2016-08";"2016-08"
"TIME_PERIOD";"Période temporelle";"2014-04";"2014-04"
"TIME_PERIOD";"Période temporelle";"2024-03";"2024-03"
"TIME_PERIOD";"Période temporelle";"2020-06";"2020-06"
"TIME_PERIOD";"Période temporelle";"2010-05";"2010-05"
"TIME_PERIOD";"Période temporelle";"2005-06";"2005-06"
"TIME_PERIOD";"Période temporelle";"2015-07";"2015-07"
"TIME_PERIOD";"Période temporelle";"2024-09";"2024-09"
"TIME_PERIOD";"Période temporelle";"2016-09";"2016-09"
"TIME_PERIOD";"Période temporelle";"2015-01";"2015-01"
"TIME_PERIOD";"Période temporelle";"2022-03";"2022-03"
"TIME_PERIOD";"Période temporelle";"2017-09";"2017-09"
"TIME_PERIOD";"Période temporelle";"2005-04";"2005-04"
"TIME_PERIOD";"Période temporelle";"2005-01";"2005-01"
"TIME_PERIOD";"Période temporelle";"2003-04";"2003-04"
"TIME_PERIOD";"Période temporelle";"2012-04";"2012-04"
"TIME_PERIOD";"Période temporelle";"2020-12";"2020-12"
"TIME_PERIOD";"Période temporelle";"1999-08";"1999-08"
"TIME_PERIOD";"Période temporelle";"2003-09";"2003-09"
"TIME_PERIOD";"Période temporelle";"2013-05";"2013-05"
"TIME_PERIOD";"Période temporelle";"2019-07";"2019-07"
"TIME_PERIOD";"Période temporelle";"2018-05";"2018-05"
"TIME_PERIOD";"Période temporelle";"2012-03";"2012-03"
"TIME_PERIOD";"Période temporelle";"2018-02";"2018-02"
"TIME_PERIOD";"Période temporelle";"2019-01";"2019-01"
"TIME_PERIOD";"Période temporelle";"2018-11";"2018-11"
"TIME_PERIOD";"Période temporelle";"2011-05";"2011-05"
"TIME_PERIOD";"Période temporelle";"2011-11";"2011-11"
"TIME_PERIOD";"Période temporelle";"2010-11";"2010-11"
"TIME_PERIOD";"Période temporelle";"2010-07";"2010-07"
"TIME_PERIOD";"Période temporelle";"2010-12";"2010-12"
"TIME_PERIOD";"Période temporelle";"2020-11";"2020-11"
"TIME_PERIOD";"Période temporelle";"2019-10";"2019-10"
"TIME_PERIOD";"Période temporelle";"2012-02";"2012-02"
"TIME_PERIOD";"Période temporelle";"2009-04";"2009-04"
"TIME_PERIOD";"Période temporelle";"2015-10";"2015-10"
"TIME_PERIOD";"Période temporelle";"2010-08";"2010-08"
"TIME_PERIOD";"Période temporelle";"2013-04";"2013-04"
"TIME_PERIOD";"Période temporelle";"2018-01";"2018-01"
"TIME_PERIOD";"Période temporelle";"2024-06";"2024-06"
"TIME_PERIOD";"Période temporelle";"2009-07";"2009-07"
"TIME_PERIOD";"Période temporelle";"2008-12";"2008-12"
"TIME_PERIOD";"Période temporelle";"2008-08";"2008-08"
"TIME_PERIOD";"Période temporelle";"2012-12";"2012-12"
"TIME_PERIOD";"Période temporelle";"2008-04";"2008-04"
"TIME_PERIOD";"Période temporelle";"2008-03";"2008-03"
"TIME_PERIOD";"Période temporelle";"2007-02";"2007-02"
"TIME_PERIOD";"Période temporelle";"2007-01";"2007-01"
"TIME_PERIOD";"Période temporelle";"2019-02";"2019-02"
"TIME_PERIOD";"Période temporelle";"2016-06";"2016-06"
"TIME_PERIOD";"Période temporelle";"2006-06";"2006-06"
"TIME_PERIOD";"Période temporelle";"2005-12";"2005-12"
"TIME_PERIOD";"Période temporelle";"2005-05";"2005-05"
"TIME_PERIOD";"Période temporelle";"2015-12";"2015-12"
"TIME_PERIOD";"Période temporelle";"2015-09";"2015-09"
"TIME_PERIOD";"Période temporelle";"2015-04";"2015-04"
"TIME_PERIOD";"Période temporelle";"2014-07";"2014-07"
"TIME_PERIOD";"Période temporelle";"2013-10";"2013-10"
"TIME_PERIOD";"Période temporelle";"2013-07";"2013-07"
"TIME_PERIOD";"Période temporelle";"2008-02";"2008-02"
"TIME_PERIOD";"Période temporelle";"2021-04";"2021-04"
"TIME_PERIOD";"Période temporelle";"2021-02";"2021-02"
"TIME_PERIOD";"Période temporelle";"2024-07";"2024-07"
"TIME_PERIOD";"Période temporelle";"2021-06";"2021-06"
"TIME_PERIOD";"Période temporelle";"2022-08";"2022-08"
"TIME_PERIOD";"Période temporelle";"2022-02";"2022-02"
"TIME_PERIOD";"Période temporelle";"2022-01";"2022-01"
"TIME_PERIOD";"Période temporelle";"2014-05";"2014-05"
"TIME_PERIOD";"Période temporelle";"2003-05";"2003-05"
"TIME_PERIOD";"Période temporelle";"2014-06";"2014-06"
"TIME_PERIOD";"Période temporelle";"2003-02";"2003-02"
"TIME_PERIOD";"Période temporelle";"2017-06";"2017-06"
"TIME_PERIOD";"Période temporelle";"2021-12";"2021-12"
"TIME_PERIOD";"Période temporelle";"2021-10";"2021-10"
"TIME_PERIOD";"Période temporelle";"2021-07";"2021-07"
"TIME_PERIOD";"Période temporelle";"2021-03";"2021-03"
"TIME_PERIOD";"Période temporelle";"2020-09";"2020-09"
"TIME_PERIOD";"Période temporelle";"2020-08";"2020-08"
"TIME_PERIOD";"Période temporelle";"2020-05";"2020-05"
"TIME_PERIOD";"Période temporelle";"2020-04";"2020-04"
"TIME_PERIOD";"Période temporelle";"2020-02";"2020-02"
"TIME_PERIOD";"Période temporelle";"2020-01";"2020-01"
"TIME_PERIOD";"Période temporelle";"2016-03";"2016-03"
"TIME_PERIOD";"Période temporelle";"2019-08";"2019-08"
"TIME_PERIOD";"Période temporelle";"2019-03";"2019-03"
"TIME_PERIOD";"Période temporelle";"2018-10";"2018-10"
"TIME_PERIOD";"Période temporelle";"2018-09";"2018-09"
"TIME_PERIOD";"Période temporelle";"2018-08";"2018-08"
"TIME_PERIOD";"Période temporelle";"2018-04";"2018-04"
"TIME_PERIOD";"Période temporelle";"2018-03";"2018-03"
"TIME_PERIOD";"Période temporelle";"2017-10";"2017-10"
"TIME_PERIOD";"Période temporelle";"2017-01";"2017-01"
"TIME_PERIOD";"Période temporelle";"2016-10";"2016-10"
"TIME_PERIOD";"Période temporelle";"2016-01";"2016-01"
"TIME_PERIOD";"Période temporelle";"2013-01";"2013-01"
"TIME_PERIOD";"Période temporelle";"2010-09";"2010-09"
"TIME_PERIOD";"Période temporelle";"2009-11";"2009-11"
"TIME_PERIOD";"Période temporelle";"2015-08";"2015-08"
"TIME_PERIOD";"Période temporelle";"2009-10";"2009-10"
"TIME_PERIOD";"Période temporelle";"2008-10";"2008-10"
"TIME_PERIOD";"Période temporelle";"2007-08";"2007-08"
"TIME_PERIOD";"Période temporelle";"2006-03";"2006-03"
"TIME_PERIOD";"Période temporelle";"2012-08";"2012-08"
"TIME_PERIOD";"Période temporelle";"2021-11";"2021-11"
"TIME_PERIOD";"Période temporelle";"2021-09";"2021-09"
"TIME_PERIOD";"Période temporelle";"2005-10";"2005-10"
"TIME_PERIOD";"Période temporelle";"2005-11";"2005-11"
"TIME_PERIOD";"Période temporelle";"2019-06";"2019-06"
"TIME_PERIOD";"Période temporelle";"2003-01";"2003-01"
"TIME_PERIOD";"Période temporelle";"2002-08";"2002-08"
"TIME_PERIOD";"Période temporelle";"2009-08";"2009-08"
"TIME_PERIOD";"Période temporelle";"2000-09";"2000-09"
"TIME_PERIOD";"Période temporelle";"2022-07";"2022-07"
"TIME_PERIOD";"Période temporelle";"2002-07";"2002-07"
"TIME_PERIOD";"Période temporelle";"2020-07";"2020-07"
"TIME_PERIOD";"Période temporelle";"2009-03";"2009-03"
"TIME_PERIOD";"Période temporelle";"2008-05";"2008-05"
"TIME_PERIOD";"Période temporelle";"2007-05";"2007-05"
"TIME_PERIOD";"Période temporelle";"2013-08";"2013-08"
"TIME_PERIOD";"Période temporelle";"2015-05";"2015-05"
"TIME_PERIOD";"Période temporelle";"2015-03";"2015-03"
"TIME_PERIOD";"Période temporelle";"2015-06";"2015-06"
"TIME_PERIOD";"Période temporelle";"2009-09";"2009-09"
"TIME_PERIOD";"Période temporelle";"2003-06";"2003-06"
"TIME_PERIOD";"Période temporelle";"2005-03";"2005-03"
"TIME_PERIOD";"Période temporelle";"2005-09";"2005-09"
"TIME_PERIOD";"Période temporelle";"2015-02";"2015-02"
"TIME_PERIOD";"Période temporelle";"2014-12";"2014-12"
"TIME_PERIOD";"Période temporelle";"2010-10";"2010-10"
"TIME_PERIOD";"Période temporelle";"2006-05";"2006-05"
"TIME_PERIOD";"Période temporelle";"2010-03";"2010-03"
"TIME_PERIOD";"Période temporelle";"2019-04";"2019-04"
"TIME_PERIOD";"Période temporelle";"2022-04";"2022-04"
"TIME_PERIOD";"Période temporelle";"2016-12";"2016-12"
"TIME_PERIOD";"Période temporelle";"2006-01";"2006-01"
"TIME_PERIOD";"Période temporelle";"2004-10";"2004-10"
"TIME_PERIOD";"Période temporelle";"2011-12";"2011-12"
"TIME_PERIOD";"Période temporelle";"2001-05";"2001-05"
"TIME_PERIOD";"Période temporelle";"2002-09";"2002-09"
"TIME_PERIOD";"Période temporelle";"2013-09";"2013-09"
"TIME_PERIOD";"Période temporelle";"2016-11";"2016-11"
"TIME_PERIOD";"Période temporelle";"2022-06";"2022-06"
"TIME_PERIOD";"Période temporelle";"2011-09";"2011-09"
"TIME_PERIOD";"Période temporelle";"2015-11";"2015-11"
"TIME_PERIOD";"Période temporelle";"2019-11";"2019-11"
"TIME_PERIOD";"Période temporelle";"2008-07";"2008-07"
"TIME_PERIOD";"Période temporelle";"2009-02";"2009-02"
"TIME_PERIOD";"Période temporelle";"2008-06";"2008-06"
"TIME_PERIOD";"Période temporelle";"2007-04";"2007-04"
"TIME_PERIOD";"Période temporelle";"2014-08";"2014-08"
"TIME_PERIOD";"Période temporelle";"2011-02";"2011-02"
"TIME_PERIOD";"Période temporelle";"2009-01";"2009-01"
"TIME_PERIOD";"Période temporelle";"2003-12";"2003-12"
"TIME_PERIOD";"Période temporelle";"2001-11";"2001-11"
"TIME_PERIOD";"Période temporelle";"2006-09";"2006-09"
"TIME_PERIOD";"Période temporelle";"2014-01";"2014-01"
"TIME_PERIOD";"Période temporelle";"2018-07";"2018-07"
"TIME_PERIOD";"Période temporelle";"2013-03";"2013-03"
"TIME_PERIOD";"Période temporelle";"2010-06";"2010-06"
"TIME_PERIOD";"Période temporelle";"2006-12";"2006-12"
"TIME_PERIOD";"Période temporelle";"2000-05";"2000-05"
"TIME_PERIOD";"Période temporelle";"2013-06";"2013-06"
"TIME_PERIOD";"Période temporelle";"2011-06";"2011-06"
"TIME_PERIOD";"Période temporelle";"2011-10";"2011-10"
"TIME_PERIOD";"Période temporelle";"2011-07";"2011-07"
"TIME_PERIOD";"Période temporelle";"2011-03";"2011-03"
"TIME_PERIOD";"Période temporelle";"2011-01";"2011-01"
"TIME_PERIOD";"Période temporelle";"2006-04";"2006-04"
"TIME_PERIOD";"Période temporelle";"2010-02";"2010-02"
"TIME_PERIOD";"Période temporelle";"2008-11";"2008-11"
"TIME_PERIOD";"Période temporelle";"2004-04";"2004-04"
"TIME_PERIOD";"Période temporelle";"2019-09";"2019-09"
"TIME_PERIOD";"Période temporelle";"2007-12";"2007-12"
"TIME_PERIOD";"Période temporelle";"2007-11";"2007-11"
"TIME_PERIOD";"Période temporelle";"2007-10";"2007-10"
"TIME_PERIOD";"Période temporelle";"2007-07";"2007-07"
"TIME_PERIOD";"Période temporelle";"2007-06";"2007-06"
"TIME_PERIOD";"Période temporelle";"2006-11";"2006-11"
"TIME_PERIOD";"Période temporelle";"2005-08";"2005-08"
"TIME_PERIOD";"Période temporelle";"2005-07";"2005-07"
"TIME_PERIOD";"Période temporelle";"2002-05";"2002-05"
"TIME_PERIOD";"Période temporelle";"2003-03";"2003-03"
"TIME_PERIOD";"Période temporelle";"2000-08";"2000-08"
"TIME_PERIOD";"Période temporelle";"2001-02";"2001-02"
"TIME_PERIOD";"Période temporelle";"2006-02";"2006-02"
"TIME_PERIOD";"Période temporelle";"1999-04";"1999-04"
"TIME_PERIOD";"Période temporelle";"2014-11";"2014-11"
"TIME_PERIOD";"Période temporelle";"2019-12";"2019-12"
"TIME_PERIOD";"Période temporelle";"2011-04";"2011-04"
"TIME_PERIOD";"Période temporelle";"2000-11";"2000-11"
"TIME_PERIOD";"Période temporelle";"2004-06";"2004-06"
"TIME_PERIOD";"Période temporelle";"2000-04";"2000-04"
"TIME_PERIOD";"Période temporelle";"2020-10";"2020-10"
"TIME_PERIOD";"Période temporelle";"2016-07";"2016-07"
"TIME_PERIOD";"Période temporelle";"2004-01";"2004-01"
"TIME_PERIOD";"Période temporelle";"2021-01";"2021-01"
"TIME_PERIOD";"Période temporelle";"2017-08";"2017-08"
"TIME_PERIOD";"Période temporelle";"2003-08";"2003-08"
"TIME_PERIOD";"Période temporelle";"2001-08";"2001-08"
"TIME_PERIOD";"Période temporelle";"2001-06";"2001-06"
"TIME_PERIOD";"Période temporelle";"2014-09";"2014-09"
"TIME_PERIOD";"Période temporelle";"1999-07";"1999-07"
"TIME_PERIOD";"Période temporelle";"2014-10";"2014-10"
"TIME_PERIOD";"Période temporelle";"2013-11";"2013-11"
"TIME_PERIOD";"Période temporelle";"2006-10";"2006-10"
"TIME_PERIOD";"Période temporelle";"2009-06";"2009-06"
"TIME_PERIOD";"Période temporelle";"2006-08";"2006-08"
"TIME_PERIOD";"Période temporelle";"2017-12";"2017-12"
"TIME_PERIOD";"Période temporelle";"2017-05";"2017-05"
"TIME_PERIOD";"Période temporelle";"2005-02";"2005-02"
